date,ram_type,form_factor,avg_price_per_gb,median_price_per_gb,min_price_per_gb,max_price_per_gb,product_count
2026-05-26,DDR4,DIMM,8.487,7.6238,1.3281,26.6688,111
2026-05-26,DDR4,SODIMM,7.1279,5.9981,1.1188,26.5944,100
2026-05-26,DDR5,DIMM,15.8785,15.3308,3.1738,28.4694,243
2026-05-26,DDR5,SODIMM,12.8745,11.8747,4.5613,28.1238,82
2026-05-27,DDR4,DIMM,8.4806,7.6238,1.3281,26.6688,111
2026-05-27,DDR4,SODIMM,7.1579,5.9975,1.1188,26.5944,100
2026-05-27,DDR5,DIMM,15.9244,15.2975,3.1738,28.4694,243
2026-05-27,DDR5,SODIMM,13.0343,11.8747,4.5613,28.1238,82
2026-05-28,DDR4,DIMM,8.4806,6.8416,1.3281,26.6688,111
2026-05-28,DDR4,SODIMM,7.1252,5.6219,1.1188,26.5944,100
2026-05-28,DDR5,DIMM,15.8914,10.9063,3.1738,28.4694,243
2026-05-28,DDR5,SODIMM,12.8764,9.4259,4.5613,28.1238,82
2026-05-29,DDR4,DIMM,6.7631,6.25,2.82,21.25,93
2026-05-29,DDR4,SODIMM,5.9097,5.6219,1.1188,12.7888,56
2026-05-29,DDR5,DIMM,11.6836,10.9063,6.7663,25.4063,231
2026-05-29,DDR5,SODIMM,10.0628,9.3438,2.4998,28.1238,75
2026-05-30,DDR4,DIMM,6.7631,6.25,2.82,21.25,93
2026-05-30,DDR4,SODIMM,5.9097,5.6231,1.1188,12.7888,56
2026-05-30,DDR5,DIMM,11.6836,10.9063,6.7663,25.4063,231
2026-05-30,DDR5,SODIMM,10.0628,9.3438,2.4998,28.1238,75
2026-05-31,DDR4,DIMM,6.7631,6.25,2.82,21.25,93
2026-05-31,DDR4,SODIMM,5.9595,5.6231,1.1188,12.7888,57
2026-05-31,DDR5,DIMM,11.7181,10.9063,6.7663,25.4063,231
2026-05-31,DDR5,SODIMM,10.0628,9.3438,2.4998,28.1238,75
2026-06-01,DDR4,DIMM,6.7631,7.1402,2.82,21.25,93
2026-06-01,DDR4,SODIMM,5.9595,6.1684,1.1188,12.7888,57
2026-06-01,DDR5,DIMM,11.7181,11.7188,6.7663,25.4063,231
2026-06-01,DDR5,SODIMM,10.0628,10.2813,2.4998,28.1238,75
2026-06-02,DDR4,DIMM,7.428,7.187,2.82,21.25,88
2026-06-02,DDR4,SODIMM,7.7236,6.1388,1.1188,32.1238,71
2026-06-02,DDR5,DIMM,12.6089,11.7188,6.7892,31.2263,205
2026-06-02,DDR5,SODIMM,11.1931,10.1405,5.7659,28.1238,67
2026-06-03,DDR4,DIMM,7.4721,7.187,2.82,21.25,88
2026-06-03,DDR4,SODIMM,7.4955,6.1903,1.1188,28.7095,71
2026-06-03,DDR5,DIMM,12.5108,11.7188,2.0311,31.2396,206
2026-06-03,DDR5,SODIMM,11.0901,9.9997,5.7463,28.1238,67
2026-06-04,DDR4,DIMM,7.3917,6.8827,4.7858,11.5419,90
2026-06-04,DDR4,SODIMM,7.4792,6.1388,2.9899,15.4463,72
2026-06-04,DDR5,DIMM,12.6486,11.8747,9.2031,21.2497,206
2026-06-04,DDR5,SODIMM,11.0758,10.3123,6.3764,14.967,67
2026-06-05,DDR4,DIMM,7.4236,7.0156,4.7858,11.1671,90
2026-06-05,DDR4,SODIMM,7.5705,6.2419,3.625,15.4463,73
2026-06-05,DDR5,DIMM,12.598,11.7187,8.3481,21.2497,206
2026-06-05,DDR5,SODIMM,11.0513,10.1559,6.35,14.9623,67
2026-06-06,DDR4,DIMM,7.5112,7.1402,4.9059,11.2019,91
2026-06-06,DDR4,SODIMM,7.5943,6.2475,3.4375,15.4463,73
2026-06-06,DDR5,DIMM,12.688,11.8716,9.2031,21.2497,206
2026-06-06,DDR5,SODIMM,10.9655,9.9994,6.2298,14.9623,67
2026-06-07,DDR4,DIMM,7.5876,7.1872,4.953,11.5156,91
2026-06-07,DDR4,SODIMM,7.6292,6.2475,3.4375,15.4463,73
2026-06-07,DDR5,DIMM,12.6282,11.7186,8.9689,21.2497,206
2026-06-07,DDR5,SODIMM,11.0136,9.9994,6.2214,14.9623,67
2026-06-08,DDR4,DIMM,7.6001,7.1403,4.9059,11.4894,92
2026-06-08,DDR4,SODIMM,7.6189,6.2475,3.4375,15.4463,73
2026-06-08,DDR5,DIMM,12.6814,11.8747,9.2031,20.9666,206
2026-06-08,DDR5,SODIMM,11.0227,9.9994,6.3318,14.9623,67
2026-06-09,DDR4,DIMM,7.5924,7.0545,4.9059,11.4631,93
2026-06-09,DDR4,SODIMM,7.6748,6.2447,3.6993,15.4463,73
2026-06-09,DDR5,DIMM,12.7493,11.8747,9.2031,21.2497,206
2026-06-09,DDR5,SODIMM,10.9888,9.9997,6.3318,14.9623,67
2026-06-10,DDR4,DIMM,7.5192,7.0156,4.9059,11.4631,93
2026-06-10,DDR4,SODIMM,7.5015,6.1875,3.1311,15.4463,74
2026-06-10,DDR5,DIMM,12.8078,11.8747,9.2031,21.6247,209
2026-06-10,DDR5,SODIMM,11.0617,9.9997,6.3244,14.9623,67
2026-06-11,DDR4,DIMM,7.5428,7.1403,5,11.5164,93
2026-06-11,DDR4,SODIMM,7.5194,6.2031,3.1311,15.4463,74
2026-06-11,DDR5,DIMM,12.7729,12.0313,9.2031,20.5708,210
2026-06-11,DDR5,SODIMM,10.8994,9.9471,6.3264,14.9623,67
2026-06-12,DDR4,DIMM,7.5144,6.9216,5,10.8759,93
2026-06-12,DDR4,SODIMM,7.5268,6.1875,2.8972,15.4463,76
2026-06-12,DDR5,DIMM,12.7859,11.9269,8.7269,20.5708,210
2026-06-12,DDR5,SODIMM,10.9245,9.8698,6.3291,14.9623,67
2026-06-13,DDR4,DIMM,7.3538,6.6406,4.3738,10.8759,93
2026-06-13,DDR4,SODIMM,7.4849,6.2031,2.8972,15.4463,76
2026-06-13,DDR5,DIMM,12.7073,11.8281,8.6203,21.2497,210
2026-06-13,DDR5,SODIMM,10.9279,9.7656,6.3177,14.9623,67
2026-06-14,DDR4,DIMM,7.3097,6.5469,4.3738,10.8759,93
2026-06-14,DDR4,SODIMM,7.4846,6.2031,2.8972,15.4463,76
2026-06-14,DDR5,DIMM,12.8618,12.1275,8.6724,21.2497,210
2026-06-14,DDR5,SODIMM,10.8345,9.8438,6.3084,14.9623,67
2026-06-15,DDR4,DIMM,7.2432,6.3997,4.3738,10.8759,93
2026-06-15,DDR4,SODIMM,7.4846,6.2031,2.8972,15.4463,76
2026-06-15,DDR5,DIMM,13.0681,12.2872,8.4522,21.2497,211
2026-06-15,DDR5,SODIMM,10.8412,9.8438,6.3084,14.9623,67
2026-06-16,DDR4,DIMM,7.1952,6.5081,4.3739,10.7775,94
2026-06-16,DDR4,SODIMM,7.4113,6.1631,2.8972,15.4463,76
2026-06-16,DDR5,DIMM,12.958,12.057,8.4522,21.2497,211
2026-06-16,DDR5,SODIMM,10.7847,9.9476,6.3084,14.9623,67
2026-06-17,DDR4,DIMM,7.1583,6.5081,4.3741,10.5802,95
2026-06-17,DDR4,SODIMM,7.3648,6.1631,2.8972,15.4463,76
2026-06-17,DDR5,DIMM,13.3064,12.2813,9.3984,21.2497,211
2026-06-17,DDR5,SODIMM,10.8746,9.7656,6.2317,14.9685,66
2026-06-18,DDR4,DIMM,7.1786,6.4505,4.5828,10.6226,95
2026-06-18,DDR4,SODIMM,7.1484,5.9903,2.405,15.4463,76
2026-06-18,DDR5,DIMM,13.2458,12.1897,9.3967,21.2497,211
2026-06-18,DDR5,SODIMM,10.8381,9.8698,6.2981,14.9623,67
2026-06-19,DDR4,DIMM,7.2123,6.25,4.5828,10.6246,95
2026-06-19,DDR4,SODIMM,7.1777,6.1875,2.8972,15.5377,76
2026-06-19,DDR5,DIMM,13.2441,12.1588,8.9766,21.5622,211
2026-06-19,DDR5,SODIMM,10.8536,9.8698,6.1831,14.9685,66
2026-06-20,DDR4,DIMM,7.1389,6.25,4.5828,10.6246,95
2026-06-20,DDR4,SODIMM,7.1802,6.1875,2.9428,15.5194,77
2026-06-20,DDR5,DIMM,13.4617,12.2656,8.9063,21.8747,211
2026-06-20,DDR5,SODIMM,10.7898,9.8698,6.1672,14.9685,66
2026-06-21,DDR4,DIMM,7.1838,6.4013,4.3742,10.7811,96
2026-06-21,DDR4,SODIMM,7.2015,6.1875,2.6925,15.5194,77
2026-06-21,DDR5,DIMM,13.5148,12.4217,9.2738,21.5622,211
2026-06-21,DDR5,SODIMM,11.2102,9.8958,6.31,16.543,68
2026-06-22,DDR4,DIMM,7.1793,6.3256,4.3742,10.7811,96
2026-06-22,DDR4,SODIMM,7.108,6.1875,2.2085,15.5194,77
2026-06-22,DDR5,DIMM,13.4666,12.4369,9.2738,21.2497,211
2026-06-22,DDR5,SODIMM,11.2189,9.9688,6.31,16.543,68
2026-06-23,DDR4,DIMM,7.0617,6.25,4.2164,10.6244,96
2026-06-23,DDR4,SODIMM,7.137,6.1875,2.9428,15.5194,77
2026-06-23,DDR5,DIMM,13.5226,12.4059,9.3456,21.5309,212
2026-06-23,DDR5,SODIMM,11.2507,9.9841,6.2208,16.543,68
2026-06-24,DDR4,DIMM,6.9967,6.25,3.9609,10.5779,96
2026-06-24,DDR4,SODIMM,7.185,6.1875,2.9883,15.5011,78
2026-06-24,DDR5,DIMM,13.507,12.3434,9.3438,21.2145,212
2026-06-24,DDR5,SODIMM,11.2962,9.9994,6.3073,16.543,68
2026-06-25,DDR4,DIMM,6.9189,6.25,3.7438,10.5748,97
2026-06-25,DDR4,SODIMM,6.718,6.2331,2.8972,13.2361,76
2026-06-25,DDR5,DIMM,13.2355,12.2655,9.3287,21.2145,212
2026-06-25,DDR5,SODIMM,11.3214,10,6.2847,16.543,68
2026-06-26,DDR4,DIMM,6.9477,6.25,3.7438,10.1075,97
2026-06-26,DDR4,SODIMM,6.8027,6.2175,2.8972,13.8159,76
2026-06-26,DDR5,DIMM,13.1396,12.3434,8.5938,21.1858,213
2026-06-26,DDR5,SODIMM,11.2786,10,6.2744,16.543,68
2026-06-27,DDR4,DIMM,6.8611,6.25,3.7438,10.1075,97
2026-06-27,DDR4,SODIMM,6.8111,6.2031,2.8972,13.8159,76
2026-06-27,DDR5,DIMM,13.1961,12.1873,9.3343,21.1858,213
2026-06-27,DDR5,SODIMM,11.3042,9.9997,6.2882,16.543,68
2026-06-28,DDR4,DIMM,6.931,6.4031,3.7438,10.1075,97
2026-06-28,DDR4,SODIMM,6.8538,6.2031,2.8972,13.8159,76
2026-06-28,DDR5,DIMM,13.2597,12.3281,9.3361,21.1858,213
2026-06-28,DDR5,SODIMM,11.4618,10.2734,6.3664,18.9164,69
2026-06-29,DDR4,DIMM,6.9682,6.7188,3.7453,10.079,98
2026-06-29,DDR4,SODIMM,6.7957,6.2344,2.8972,13.8159,76
2026-06-29,DDR5,DIMM,13.3337,12.2578,9.2057,21.1858,213
2026-06-29,DDR5,SODIMM,11.5295,10.4297,6.3664,18.9164,69
2026-06-30,DDR4,DIMM,6.9945,6.5625,3.7453,10.079,98
2026-06-30,DDR4,SODIMM,6.7168,6.1875,2.9135,13.8159,76
2026-06-30,DDR5,DIMM,13.4421,12.4988,9.3331,21.1858,212
2026-06-30,DDR5,SODIMM,11.4175,10.5469,6.3664,16.8482,69
2026-07-01,DDR4,DIMM,7.0328,6.6059,3.7188,10.6245,98
2026-07-01,DDR4,SODIMM,6.9446,6.1875,2.9558,15.4463,77
2026-07-01,DDR5,DIMM,13.8047,12.4995,9.3353,21.2497,214
2026-07-01,DDR5,SODIMM,11.3983,10.5469,6.1568,16.8482,69
2026-07-02,DDR4,DIMM,7.0017,6.4828,3.7453,10.6245,98
2026-07-02,DDR4,SODIMM,7.0071,6.1875,2.9558,15.5819,77
2026-07-02,DDR5,DIMM,13.6976,12.5,9.3388,21.2649,214
2026-07-02,DDR5,SODIMM,11.4768,10.3125,6.8351,16.8482,69
2026-07-03,DDR4,DIMM,7.0559,6.7497,3.7188,10.6244,99
2026-07-03,DDR4,SODIMM,7.1431,6.2188,2.998,15.9417,78
2026-07-03,DDR5,DIMM,13.9771,12.5311,9.3342,21.4156,214
2026-07-03,DDR5,SODIMM,11.2563,10.4297,6.3876,16.7825,70
2026-07-04,DDR4,DIMM,7.1224,6.8748,3.7188,10.6244,99
2026-07-04,DDR4,SODIMM,7.3638,6.2188,3.0402,18.8126,79
2026-07-04,DDR5,DIMM,14.0795,12.4998,9.342,21.404,214
2026-07-04,DDR5,SODIMM,11.1761,10.1563,5.9635,16.8482,69
2026-07-05,DDR4,DIMM,7.0693,6.7188,3.7156,10.6221,99
2026-07-05,DDR4,SODIMM,7.3577,6.2188,3.0402,18.8126,79
2026-07-05,DDR5,DIMM,14.1703,12.5,9.3378,21.404,214
2026-07-05,DDR5,SODIMM,11.2257,10.2342,6.4594,16.8482,69
2026-07-06,DDR4,DIMM,7.0647,6.7497,3.7156,10.6221,99
2026-07-06,DDR4,SODIMM,7.3988,6.2031,3.0402,18.8126,79
2026-07-06,DDR5,DIMM,14.1168,12.5,9.3409,21.9497,215
2026-07-06,DDR5,SODIMM,11.3267,10.3125,6.85,16.8482,69
2026-07-07,DDR4,DIMM,7.0763,6.8122,3.7156,10.6221,99
2026-07-07,DDR4,SODIMM,7.1733,6,3.0402,15.7766,79
2026-07-07,DDR5,DIMM,14.2801,13.2029,9.1334,21.7458,215
2026-07-07,DDR5,SODIMM,11.2806,9.9997,6.5843,16.8482,69
2026-07-08,DDR4,DIMM,7.1377,,3.7188,10.6244,99
2026-07-08,DDR4,SODIMM,7.134,,3.0405,15.7766,79
2026-07-08,DDR5,DIMM,14.2508,,9.3432,21.8747,216
2026-07-08,DDR5,SODIMM,11.3396,,6.8954,16.8482,69
2026-07-09,DDR4,DIMM,7.0127,,3.6906,10.6244,99
2026-07-09,DDR4,SODIMM,7.0289,,3.0405,15.4828,79
2026-07-09,DDR5,DIMM,14.1793,,9.3438,21.8747,216
2026-07-09,DDR5,SODIMM,11.3394,,6.709,16.8482,69
2026-07-10,DDR4,DIMM,6.9061,,4.0156,10.0206,100
2026-07-10,DDR4,SODIMM,6.941,,3.125,15.4463,82
2026-07-10,DDR5,DIMM,14.1872,,9.3441,21.8425,214
2026-07-10,DDR5,SODIMM,11.5166,,6.7158,16.8482,69
2026-07-11,DDR4,DIMM,6.9535,,4.0156,10.0206,100
2026-07-11,DDR4,SODIMM,6.9517,,3.125,15.4463,82
2026-07-11,DDR5,DIMM,14.1341,,9.3452,21.5758,214
2026-07-11,DDR5,SODIMM,11.5235,,6.3783,16.8482,69
2026-07-12,DDR4,DIMM,7.0431,,4.0313,9.9938,101
2026-07-12,DDR4,SODIMM,6.9449,,3.125,15.4463,82
2026-07-12,DDR5,DIMM,14.1618,,9.3484,21.2803,214
2026-07-12,DDR5,SODIMM,11.5029,,6.4599,16.8116,70
2026-07-13,DDR4,DIMM,7.0236,,4.0313,9.9938,101
2026-07-13,DDR4,SODIMM,6.9289,,3.125,15.4463,82
2026-07-13,DDR5,DIMM,14.2813,,9.3484,21.2803,214
2026-07-13,DDR5,SODIMM,11.5277,,6.4599,17.3918,70
2026-07-14,DDR4,DIMM,6.8902,6.3566,3.7234,10.4505,104
2026-07-14,DDR4,SODIMM,6.8347,5.9372,3.9356,15.4463,79
2026-07-14,DDR5,DIMM,14.5547,13.1248,7.7163,21.7047,200
2026-07-14,DDR5,SODIMM,10.6105,9.9353,5.7844,16.0594,61
2026-07-15,DDR4,DIMM,6.9464,6.4941,3.7234,10.4505,104
2026-07-15,DDR4,SODIMM,6.7819,5.7116,3.9356,15.4463,79
2026-07-15,DDR5,DIMM,14.5308,12.7809,7.7156,21.4714,200
2026-07-15,DDR5,SODIMM,10.4258,9.8422,5.7838,16.0594,61
2026-07-16,DDR4,DIMM,6.9867,6.3646,3.7234,10.6083,104
2026-07-16,DDR4,SODIMM,6.7829,5.7116,3.75,15.4463,79
2026-07-16,DDR5,DIMM,14.4435,12.7082,7.7684,21.3326,199
2026-07-16,DDR5,SODIMM,10.4151,9.5938,5.8231,16.0594,61
2026-07-17,DDR4,DIMM,7.0962,6.5625,3.75,11.0179,103
2026-07-17,DDR4,SODIMM,6.6717,5.7113,3.5669,15.4463,79
2026-07-17,DDR5,DIMM,14.5313,12.812,7.7778,21.3326,199
2026-07-17,DDR5,SODIMM,10.5401,9.5938,5.83,16.0594,61
2026-07-18,DDR4,DIMM,7.0476,6.4256,3.75,10.625,101
2026-07-18,DDR4,SODIMM,6.6373,5.6875,3.4375,15.4463,79
2026-07-18,DDR5,DIMM,14.751,13.2656,9.3211,21.3326,199
2026-07-18,DDR5,SODIMM,10.699,9.9216,5.9057,16.0377,62
2026-07-19,DDR4,DIMM,6.955,6.4013,3.7188,10.625,101
2026-07-19,DDR4,SODIMM,6.6019,5.6875,3.4375,15.4463,79
2026-07-19,DDR5,DIMM,14.7934,13.2656,9.3337,21.3326,199
2026-07-19,DDR5,SODIMM,10.7938,10.2181,5.9145,16.0377,62
2026-07-20,DDR4,DIMM,7.1012,6.7188,3.7188,10.625,101
2026-07-20,DDR4,SODIMM,6.5959,5.6994,3.4328,15.4463,80
2026-07-20,DDR5,DIMM,14.713,13.2656,9.3337,21.2816,199
2026-07-20,DDR5,SODIMM,10.772,10.0619,5.9145,16.0537,62
2026-07-21,DDR4,DIMM,7.0911,6.7188,3.7188,10.6219,101
2026-07-21,DDR4,SODIMM,6.5728,5.7113,3.4063,15.4463,79
2026-07-21,DDR5,DIMM,14.6817,12.7082,9.2969,21.2946,199
2026-07-21,DDR5,SODIMM,10.8735,10.3094,5.9903,16.4624,63
2026-07-22,DDR4,DIMM,7.0964,6.7188,3.7203,10.6248,102
2026-07-22,DDR4,SODIMM,6.5674,5.7114,2.8125,15.4463,80
2026-07-22,DDR5,DIMM,14.7964,13.4047,9.2653,21.2954,198
2026-07-22,DDR5,SODIMM,11.1048,10.7766,5.9698,16.4624,63
2026-07-23,DDR4,DIMM,7.6269,6.7188,3.725,15.6775,105
2026-07-23,DDR4,SODIMM,6.5307,5.7113,2.8125,15.4463,81
2026-07-23,DDR5,DIMM,14.7684,13.5831,9.2437,21.3792,198
2026-07-23,DDR5,SODIMM,11.2328,10.7766,5.9537,16.4624,63
2026-07-24,DDR4,DIMM,7.4561,6.3869,3.7188,15.6775,105
2026-07-24,DDR4,SODIMM,6.624,5.9372,3.4425,15.4463,81
2026-07-24,DDR5,DIMM,14.7534,13.4894,9.4039,21.2803,202
2026-07-24,DDR5,SODIMM,11.2926,10.9372,5.9627,16.1176,63
2026-07-25,DDR4,DIMM,7.5044,6.5619,3.7188,15.6775,105
2026-07-25,DDR4,SODIMM,6.6615,5.7116,3.4425,15.4463,81
2026-07-25,DDR5,DIMM,14.7905,13.5831,9.4051,21.2803,202
2026-07-25,DDR5,SODIMM,11.4237,10.9375,6.0388,16.1144,64
2026-07-26,DDR4,DIMM,7.4422,6.4372,3.7188,15.6775,105
2026-07-26,DDR4,SODIMM,6.6575,5.7116,3.4306,15.4463,81
2026-07-26,DDR5,DIMM,14.792,13.6561,9.3981,21.2803,202
2026-07-26,DDR5,SODIMM,11.4065,10.9375,6.0343,16.1144,64
2026-07-27,DDR4,DIMM,7.4422,6.4372,3.7188,15.6775,105
2026-07-27,DDR4,SODIMM,6.6575,5.7116,3.4306,15.4463,81
2026-07-27,DDR5,DIMM,14.791,13.6247,9.3664,21.2803,201
2026-07-27,DDR5,SODIMM,11.4065,10.9375,6.0343,16.1144,64
